date,year,month,year_month,day_of_week,plaza_id_raw,facility_id,facility_code,facility_name,facility_type,direction,direction_label,ezpass_vehicles,vtoll_vehicles,total_vehicles,ezpass_share_pct,congestion_period,latitude,longitude
2024-06-05,2024,6,2024-06,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34154,4941,39095,87.36,Before congestion pricing,40.7423,-73.9642
2024-06-04,2024,6,2024-06,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40580,6759,47339,85.72,Before congestion pricing,40.7423,-73.9642
2024-06-04,2024,6,2024-06,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,32422,4696,37118,87.35,Before congestion pricing,40.7423,-73.9642
2024-06-03,2024,6,2024-06,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42411,6632,49043,86.48,Before congestion pricing,40.7423,-73.9642
2024-06-03,2024,6,2024-06,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,30083,4618,34701,86.69,Before congestion pricing,40.7423,-73.9642
2024-06-02,2024,6,2024-06,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,38845,5856,44701,86.9,Before congestion pricing,40.7423,-73.9642
2024-06-02,2024,6,2024-06,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,36307,5519,41826,86.8,Before congestion pricing,40.7423,-73.9642
2024-05-30,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42958,7115,50073,85.79,Before congestion pricing,40.7423,-73.9642
2024-05-30,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35762,5140,40902,87.43,Before congestion pricing,40.7423,-73.9642
2024-05-29,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40048,6553,46601,85.94,Before congestion pricing,40.7423,-73.9642
2024-05-29,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34065,5137,39202,86.9,Before congestion pricing,40.7423,-73.9642
2024-05-28,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42485,6851,49336,86.11,Before congestion pricing,40.7423,-73.9642
2024-05-28,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,32305,4935,37240,86.75,Before congestion pricing,40.7423,-73.9642
2024-05-27,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,30155,4881,35036,86.07,Before congestion pricing,40.7423,-73.9642
2024-05-27,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,26342,4202,30544,86.24,Before congestion pricing,40.7423,-73.9642
2024-05-26,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,32260,6138,38398,84.01,Before congestion pricing,40.7423,-73.9642
2024-05-26,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,30163,5206,35369,85.28,Before congestion pricing,40.7423,-73.9642
2024-05-25,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,34703,6214,40917,84.81,Before congestion pricing,40.7423,-73.9642
2024-05-25,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,29690,4864,34554,85.92,Before congestion pricing,40.7423,-73.9642
2024-05-24,2024,5,2024-05,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,43605,8033,51638,84.44,Before congestion pricing,40.7423,-73.9642
2024-05-24,2024,5,2024-05,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33013,5014,38027,86.81,Before congestion pricing,40.7423,-73.9642
2024-05-23,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42259,7181,49440,85.48,Before congestion pricing,40.7423,-73.9642
2024-05-23,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,36655,5090,41745,87.81,Before congestion pricing,40.7423,-73.9642
2024-05-22,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42574,7118,49692,85.68,Before congestion pricing,40.7423,-73.9642
2024-05-22,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35273,4953,40226,87.69,Before congestion pricing,40.7423,-73.9642
2024-05-21,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,41191,6924,48115,85.61,Before congestion pricing,40.7423,-73.9642
2024-05-21,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33429,4928,38357,87.15,Before congestion pricing,40.7423,-73.9642
2024-05-20,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,37996,6195,44191,85.98,Before congestion pricing,40.7423,-73.9642
2024-05-20,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,29769,4601,34370,86.61,Before congestion pricing,40.7423,-73.9642
2024-05-19,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,38638,6366,45004,85.85,Before congestion pricing,40.7423,-73.9642
2024-05-19,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35651,5740,41391,86.13,Before congestion pricing,40.7423,-73.9642
2024-05-18,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40278,7273,47551,84.7,Before congestion pricing,40.7423,-73.9642
2024-05-18,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34939,5587,40526,86.21,Before congestion pricing,40.7423,-73.9642
2024-05-17,2024,5,2024-05,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,45228,8030,53258,84.92,Before congestion pricing,40.7423,-73.9642
2024-05-17,2024,5,2024-05,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35563,5193,40756,87.26,Before congestion pricing,40.7423,-73.9642
2024-05-16,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,43682,7067,50749,86.07,Before congestion pricing,40.7423,-73.9642
2024-05-16,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35820,5068,40888,87.61,Before congestion pricing,40.7423,-73.9642
2024-05-15,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,43411,6927,50338,86.24,Before congestion pricing,40.7423,-73.9642
2024-05-15,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34820,4963,39783,87.52,Before congestion pricing,40.7423,-73.9642
2024-05-14,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,43157,7033,50190,85.99,Before congestion pricing,40.7423,-73.9642
2024-05-14,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33345,4993,38338,86.98,Before congestion pricing,40.7423,-73.9642
2024-05-13,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42516,6638,49154,86.5,Before congestion pricing,40.7423,-73.9642
2024-05-13,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33505,5109,38614,86.77,Before congestion pricing,40.7423,-73.9642
2024-05-12,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,38459,5859,44318,86.78,Before congestion pricing,40.7423,-73.9642
2024-05-12,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35543,5620,41163,86.35,Before congestion pricing,40.7423,-73.9642
2024-05-11,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,39803,6973,46776,85.09,Before congestion pricing,40.7423,-73.9642
2024-05-11,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35004,5380,40384,86.68,Before congestion pricing,40.7423,-73.9642
2024-05-09,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,43634,7090,50724,86.02,Before congestion pricing,40.7423,-73.9642
2024-05-09,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,36593,4834,41427,88.33,Before congestion pricing,40.7423,-73.9642
2024-05-08,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42933,7115,50048,85.78,Before congestion pricing,40.7423,-73.9642
2024-05-08,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35543,5151,40694,87.34,Before congestion pricing,40.7423,-73.9642
2024-05-07,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,41675,6828,48503,85.92,Before congestion pricing,40.7423,-73.9642
2024-05-07,2024,5,2024-05,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,32765,5037,37802,86.68,Before congestion pricing,40.7423,-73.9642
2024-05-06,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40579,6204,46783,86.74,Before congestion pricing,40.7423,-73.9642
2024-05-06,2024,5,2024-05,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,31186,4729,35915,86.83,Before congestion pricing,40.7423,-73.9642
2024-05-05,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,38702,5875,44577,86.82,Before congestion pricing,40.7423,-73.9642
2024-05-05,2024,5,2024-05,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33996,4836,38832,87.55,Before congestion pricing,40.7423,-73.9642
2024-05-04,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40354,6795,47149,85.59,Before congestion pricing,40.7423,-73.9642
2024-05-04,2024,5,2024-05,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33233,5036,38269,86.84,Before congestion pricing,40.7423,-73.9642
2024-05-03,2024,5,2024-05,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,44032,7246,51278,85.87,Before congestion pricing,40.7423,-73.9642
2024-05-03,2024,5,2024-05,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35436,5394,40830,86.79,Before congestion pricing,40.7423,-73.9642
2024-05-02,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,43441,6983,50424,86.15,Before congestion pricing,40.7423,-73.9642
2024-05-02,2024,5,2024-05,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35981,4883,40864,88.05,Before congestion pricing,40.7423,-73.9642
2024-05-01,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,41208,6427,47635,86.51,Before congestion pricing,40.7423,-73.9642
2024-05-01,2024,5,2024-05,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34865,5017,39882,87.42,Before congestion pricing,40.7423,-73.9642
2024-04-30,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,37605,5981,43586,86.28,Before congestion pricing,40.7423,-73.9642
2024-04-30,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,31354,4604,35958,87.2,Before congestion pricing,40.7423,-73.9642
2024-04-29,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,34654,5508,40162,86.29,Before congestion pricing,40.7423,-73.9642
2024-04-29,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,28760,4472,33232,86.54,Before congestion pricing,40.7423,-73.9642
2024-04-28,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,35787,5702,41489,86.26,Before congestion pricing,40.7423,-73.9642
2024-04-28,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33657,5331,38988,86.33,Before congestion pricing,40.7423,-73.9642
2024-04-27,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,35505,6284,41789,84.96,Before congestion pricing,40.7423,-73.9642
2024-04-27,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,30790,5010,35800,86.01,Before congestion pricing,40.7423,-73.9642
2024-04-26,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,39527,6790,46317,85.34,Before congestion pricing,40.7423,-73.9642
2024-04-26,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34087,5046,39133,87.11,Before congestion pricing,40.7423,-73.9642
2024-04-25,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,41012,6611,47623,86.12,Before congestion pricing,40.7423,-73.9642
2024-04-25,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34992,4849,39841,87.83,Before congestion pricing,40.7423,-73.9642
2024-04-24,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,38565,6370,44935,85.82,Before congestion pricing,40.7423,-73.9642
2024-04-24,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,32576,4825,37401,87.1,Before congestion pricing,40.7423,-73.9642
2024-04-23,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,37997,6036,44033,86.29,Before congestion pricing,40.7423,-73.9642
2024-04-23,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,30723,4665,35388,86.82,Before congestion pricing,40.7423,-73.9642
2024-04-22,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,39938,6272,46210,86.43,Before congestion pricing,40.7423,-73.9642
2024-04-22,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,30750,4810,35560,86.47,Before congestion pricing,40.7423,-73.9642
2024-04-21,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,34711,5483,40194,86.36,Before congestion pricing,40.7423,-73.9642
2024-04-21,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33652,5143,38795,86.74,Before congestion pricing,40.7423,-73.9642
2024-04-20,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40691,7352,48043,84.7,Before congestion pricing,40.7423,-73.9642
2024-04-20,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33931,5349,39280,86.38,Before congestion pricing,40.7423,-73.9642
2024-04-19,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42465,7164,49629,85.56,Before congestion pricing,40.7423,-73.9642
2024-04-19,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34971,5097,40068,87.28,Before congestion pricing,40.7423,-73.9642
2024-04-18,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42073,6397,48470,86.8,Before congestion pricing,40.7423,-73.9642
2024-04-18,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,36113,4578,40691,88.75,Before congestion pricing,40.7423,-73.9642
2024-04-17,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40912,6606,47518,86.1,Before congestion pricing,40.7423,-73.9642
2024-04-17,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34206,4672,38878,87.98,Before congestion pricing,40.7423,-73.9642
2024-04-16,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40392,6708,47100,85.76,Before congestion pricing,40.7423,-73.9642
2024-04-16,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33238,4859,38097,87.25,Before congestion pricing,40.7423,-73.9642
2024-04-15,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,41558,6470,48028,86.53,Before congestion pricing,40.7423,-73.9642
2024-04-15,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,32340,5131,37471,86.31,Before congestion pricing,40.7423,-73.9642
2024-04-14,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,36190,5725,41915,86.34,Before congestion pricing,40.7423,-73.9642
2024-04-14,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35776,5510,41286,86.65,Before congestion pricing,40.7423,-73.9642
2024-04-13,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,37567,6525,44092,85.2,Before congestion pricing,40.7423,-73.9642
2024-04-13,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34431,5359,39790,86.53,Before congestion pricing,40.7423,-73.9642
2024-04-12,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42574,6959,49533,85.95,Before congestion pricing,40.7423,-73.9642
2024-04-12,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33897,4845,38742,87.49,Before congestion pricing,40.7423,-73.9642
2024-04-11,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,39493,6241,45734,86.35,Before congestion pricing,40.7423,-73.9642
2024-04-11,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34866,4861,39727,87.76,Before congestion pricing,40.7423,-73.9642
2024-04-10,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40232,6357,46589,86.36,Before congestion pricing,40.7423,-73.9642
2024-04-10,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,32948,4691,37639,87.54,Before congestion pricing,40.7423,-73.9642
2024-04-09,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40266,6567,46833,85.98,Before congestion pricing,40.7423,-73.9642
2024-04-09,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33199,5242,38441,86.36,Before congestion pricing,40.7423,-73.9642
2024-04-08,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,38453,5822,44275,86.85,Before congestion pricing,40.7423,-73.9642
2024-04-08,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,29855,4580,34435,86.7,Before congestion pricing,40.7423,-73.9642
2024-04-07,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,36479,5696,42175,86.49,Before congestion pricing,40.7423,-73.9642
2024-04-07,2024,4,2024-04,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34146,5353,39499,86.45,Before congestion pricing,40.7423,-73.9642
2024-04-06,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,39105,6840,45945,85.11,Before congestion pricing,40.7423,-73.9642
2024-04-06,2024,4,2024-04,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34470,5496,39966,86.25,Before congestion pricing,40.7423,-73.9642
2024-04-05,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42899,7090,49989,85.82,Before congestion pricing,40.7423,-73.9642
2024-04-05,2024,4,2024-04,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35107,5194,40301,87.11,Before congestion pricing,40.7423,-73.9642
2024-04-04,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,42221,6578,48799,86.52,Before congestion pricing,40.7423,-73.9642
2024-04-04,2024,4,2024-04,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,33387,4509,37896,88.1,Before congestion pricing,40.7423,-73.9642
2024-04-03,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,37758,5767,43525,86.75,Before congestion pricing,40.7423,-73.9642
2024-04-03,2024,4,2024-04,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,31891,4347,36238,88.0,Before congestion pricing,40.7423,-73.9642
2024-04-02,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,39742,5969,45711,86.94,Before congestion pricing,40.7423,-73.9642
2024-04-02,2024,4,2024-04,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,31540,4538,36078,87.42,Before congestion pricing,40.7423,-73.9642
2024-04-01,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40129,6190,46319,86.64,Before congestion pricing,40.7423,-73.9642
2024-04-01,2024,4,2024-04,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,31015,4682,35697,86.88,Before congestion pricing,40.7423,-73.9642
2024-03-31,2024,3,2024-03,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,35900,5767,41667,86.16,Before congestion pricing,40.7423,-73.9642
2024-03-31,2024,3,2024-03,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34008,5484,39492,86.11,Before congestion pricing,40.7423,-73.9642
2024-03-30,2024,3,2024-03,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,36070,6745,42815,84.25,Before congestion pricing,40.7423,-73.9642
2024-03-30,2024,3,2024-03,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,31193,4997,36190,86.19,Before congestion pricing,40.7423,-73.9642
2024-03-29,2024,3,2024-03,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40651,6911,47562,85.47,Before congestion pricing,40.7423,-73.9642
2024-03-29,2024,3,2024-03,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34158,5130,39288,86.94,Before congestion pricing,40.7423,-73.9642
2024-03-28,2024,3,2024-03,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,41978,6575,48553,86.46,Before congestion pricing,40.7423,-73.9642
2024-03-28,2024,3,2024-03,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35189,4669,39858,88.29,Before congestion pricing,40.7423,-73.9642
2024-03-27,2024,3,2024-03,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,40633,6425,47058,86.35,Before congestion pricing,40.7423,-73.9642
2024-03-27,2024,3,2024-03,Wednesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34689,4607,39296,88.28,Before congestion pricing,40.7423,-73.9642
2024-03-26,2024,3,2024-03,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,39858,6170,46028,86.6,Before congestion pricing,40.7423,-73.9642
2024-03-26,2024,3,2024-03,Tuesday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,30042,4267,34309,87.56,Before congestion pricing,40.7423,-73.9642
2024-03-25,2024,3,2024-03,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,36482,5640,42122,86.61,Before congestion pricing,40.7423,-73.9642
2024-03-25,2024,3,2024-03,Monday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,28910,4265,33175,87.14,Before congestion pricing,40.7423,-73.9642
2024-03-24,2024,3,2024-03,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,37000,5406,42406,87.25,Before congestion pricing,40.7423,-73.9642
2024-03-24,2024,3,2024-03,Sunday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34733,5255,39988,86.86,Before congestion pricing,40.7423,-73.9642
2024-03-23,2024,3,2024-03,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,36376,5499,41875,86.87,Before congestion pricing,40.7423,-73.9642
2024-03-23,2024,3,2024-03,Saturday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,31178,4313,35491,87.85,Before congestion pricing,40.7423,-73.9642
2024-03-22,2024,3,2024-03,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,43412,7034,50446,86.06,Before congestion pricing,40.7423,-73.9642
2024-03-22,2024,3,2024-03,Friday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,34065,4934,38999,87.35,Before congestion pricing,40.7423,-73.9642
2024-03-21,2024,3,2024-03,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,I,Inbound – Manhattan,41993,6649,48642,86.33,Before congestion pricing,40.7423,-73.9642
2024-03-21,2024,3,2024-03,Thursday,27,27,QMT,Queens Midtown Tunnel,Tunnel,O,Outbound – Queens,35819,4626,40445,88.56,Before congestion pricing,40.7423,-73.9642
